PQID,CMT,UNM,CAT,Year,Month,Day
68568,1,Alexis Hildebrandt,O,2011,9,2
68581,27,Alexis Hildebrandt,O,2011,9,2
69203,141,Alexis Hildebrandt,O,2011,9,2
79793,145,Alexis Hildebrandt,O,2011,9,2
68561,1,Alexis Hildebrandt,O,2011,9,3
68562,1,Alexis Hildebrandt,O,2011,9,3
68563,1,Alexis Hildebrandt,O,2011,9,3
68564,1,Alexis Hildebrandt,O,2011,9,3
68480,1,Xiyue Deng,O,2011,9,5
68495,1,Xiyue Deng,O,2011,9,5
67993,123,Misty De Meo,O,2011,9,6
68161,67,Misty De Meo,O,2011,9,6
68434,1,Xiyue Deng,O,2011,9,6
68436,1,Misty De Meo,O,2011,9,6
68454,1,Mx A. Matienzo,O,2011,9,6
68457,1,Misty De Meo,O,2011,9,6
68486,15,Mike McQuaid,O,2011,9,6
79774,114,Misty De Meo,O,2011,9,6
112494,1,Xiyue Deng,M,2011,9,6
110846,5,Max Howell,M,2011,9,8
68350,1,nibbles 2bits,O,2011,9,8
68325,1,nibbles 2bits,O,2011,9,9
68327,1,Misty De Meo,O,2011,9,9
68317,1,Misty De Meo,O,2011,9,10
68321,1,Xiyue Deng,O,2011,9,10
68323,1,Xiyue Deng,O,2011,9,10
110667,9,Jack Nagel,M,2011,9,10
68211,1,nibbles 2bits,O,2011,9,11
68271,4,Charlie Sharpsteen,O,2011,9,11
68272,1,Jack Nagel,O,2011,9,11
68273,3,Charlie Sharpsteen,O,2011,9,11
68202,1,nibbles 2bits,O,2011,9,12
68214,1,nibbles 2bits,O,2011,9,12
110700,6,Charlie Sharpsteen,M,2011,9,12
68189,1,nibbles 2bits,O,2011,9,13
67391,14,Charlie Sharpsteen,O,2011,9,14
67880,2,Jack Nagel,O,2011,9,14
68148,1,nibbles 2bits,O,2011,9,14
70438,2,Jack Nagel,O,2011,9,14
79780,1,nibbles 2bits,O,2011,9,14
68102,1,Misty De Meo,O,2011,9,15
68117,2,Charlie Sharpsteen,O,2011,9,15
68070,1,nibbles 2bits,O,2011,9,16
68045,1,nibbles 2bits,O,2011,9,17
79777,1,nibbles 2bits,O,2011,9,17
67979,1,nibbles 2bits,O,2011,9,18
67983,5,Charlie Sharpsteen,O,2011,9,20
67946,1,nibbles 2bits,O,2011,9,21
67949,1,nibbles 2bits,O,2011,9,21
67952,1,nibbles 2bits,O,2011,9,21
67965,1,nibbles 2bits,O,2011,9,21
67967,1,nibbles 2bits,O,2011,9,21
67902,1,nibbles 2bits,O,2011,9,22
67904,1,nibbles 2bits,O,2011,9,22
67906,1,nibbles 2bits,O,2011,9,22
67911,1,nibbles 2bits,O,2011,9,22
67941,1,Justin Clift,O,2011,9,22
67875,1,Trevor Wennblom,O,2011,9,23
67885,1,nibbles 2bits,O,2011,9,23
67896,1,Alexis Hildebrandt,O,2011,9,23
67898,1,Alexis Hildebrandt,O,2011,9,23
68140,9,Charlie Sharpsteen,O,2011,9,23
112112,2,nibbles 2bits,M,2011,9,23
67868,1,nibbles 2bits,O,2011,9,24
67869,1,nibbles 2bits,O,2011,9,24
68654,1,Trevor Wennblom,O,2011,9,24
67837,1,Xiyue Deng,O,2011,9,25
110325,2,Adam Vandenberg,M,2011,9,25
67819,1,Misty De Meo,O,2011,9,26
67820,1,Misty De Meo,O,2011,9,26
71297,72,Misty De Meo,O,2011,9,26
67782,1,Jack Nagel,O,2011,9,27
67784,1,Mx A. Matienzo,O,2011,9,27
67764,1,Charlie Sharpsteen,O,2011,9,28
79773,1,Jack Nagel,O,2011,9,29
67669,1,Misty De Meo,O,2011,9,30
68470,77,Misty De Meo,O,2011,9,30
70756,95,Misty De Meo,O,2011,9,30
64480,173,Jocelyn,O,2011,10,1
64821,172,Jocelyn,O,2011,10,1
67632,1,Jocelyn,O,2011,10,1
67626,2,Peter Aronoff,O,2011,10,2
67628,1,Peter Aronoff,O,2011,10,2
67615,1,Misty De Meo,O,2011,10,3
67605,1,Xiyue Deng,O,2011,10,4
67589,1,nibbles 2bits,O,2011,10,5
67591,1,nibbles 2bits,O,2011,10,5
67593,1,nibbles 2bits,O,2011,10,5
67594,1,nibbles 2bits,O,2011,10,5
67595,1,nibbles 2bits,O,2011,10,5
67596,1,nibbles 2bits,O,2011,10,5
67588,1,nibbles 2bits,O,2011,10,6
67562,1,nibbles 2bits,O,2011,10,8
67563,1,nibbles 2bits,O,2011,10,8
67567,2,Lin Jen-Shin (godfat),O,2011,10,8
67556,1,Mx A. Matienzo,O,2011,10,9
67543,1,Xiyue Deng,O,2011,10,10
67525,1,Misty De Meo,O,2011,10,12
67505,1,nibbles 2bits,O,2011,10,13
67506,1,nibbles 2bits,O,2011,10,13
67507,1,nibbles 2bits,O,2011,10,13
67508,1,nibbles 2bits,O,2011,10,13
67511,1,nibbles 2bits,O,2011,10,13
67512,1,Misty De Meo,O,2011,10,13
67518,1,Misty De Meo,O,2011,10,13
67490,1,nibbles 2bits,O,2011,10,14
67492,1,nibbles 2bits,O,2011,10,14
67493,1,nibbles 2bits,O,2011,10,14
67488,1,Mx A. Matienzo,O,2011,10,15
79771,1,Camillo Lugaresi,O,2011,10,17
67215,37,Misty De Meo,O,2011,10,19
67442,1,Misty De Meo,O,2011,10,19
67435,1,Misty De Meo,O,2011,10,20
67425,1,Misty De Meo,O,2011,10,21
67414,1,Xiyue Deng,O,2011,10,23
67384,1,nibbles 2bits,O,2011,10,24
67387,1,nibbles 2bits,O,2011,10,24
67388,1,nibbles 2bits,O,2011,10,24
67389,1,nibbles 2bits,O,2011,10,24
112113,1,nibbles 2bits,M,2011,10,24
67098,126,Misty De Meo,O,2011,10,25
67191,1,Misty De Meo,O,2011,10,25
67325,1,Trevor Wennblom,O,2011,10,25
67340,1,Charlie Sharpsteen,O,2011,10,25
67144,107,Misty De Meo,O,2011,10,27
67262,1,nibbles 2bits,O,2011,10,27
67265,1,nibbles 2bits,O,2011,10,27
67267,1,nibbles 2bits,O,2011,10,27
67269,1,nibbles 2bits,O,2011,10,27
67274,1,nibbles 2bits,O,2011,10,27
67276,1,nibbles 2bits,O,2011,10,27
67277,1,nibbles 2bits,O,2011,10,27
67279,1,nibbles 2bits,O,2011,10,27
67295,1,Misty De Meo,O,2011,10,27
67298,1,Misty De Meo,O,2011,10,27
67299,1,Misty De Meo,O,2011,10,27
79726,1,nibbles 2bits,O,2011,10,27
79725,1,nibbles 2bits,O,2011,10,28
67207,1,Misty De Meo,O,2011,10,31
67212,1,Misty De Meo,O,2011,10,31
67189,1,Misty De Meo,O,2011,11,1
79722,1,nibbles 2bits,O,2011,11,2
67164,1,Misty De Meo,O,2011,11,3
67135,1,Mx A. Matienzo,O,2011,11,4
79721,1,nibbles 2bits,O,2011,11,5
112114,2,nibbles 2bits,M,2011,11,5
67076,1,nibbles 2bits,O,2011,11,6
67077,1,nibbles 2bits,O,2011,11,6
67078,1,nibbles 2bits,O,2011,11,6
67079,1,nibbles 2bits,O,2011,11,6
67080,1,nibbles 2bits,O,2011,11,6
67081,1,nibbles 2bits,O,2011,11,6
67082,1,nibbles 2bits,O,2011,11,6
67083,1,nibbles 2bits,O,2011,11,6
67084,1,nibbles 2bits,O,2011,11,6
67085,1,nibbles 2bits,O,2011,11,6
67086,1,Misty De Meo,O,2011,11,6
67060,1,nibbles 2bits,O,2011,11,7
67058,1,Justin Clift,O,2011,11,8
67044,1,Misty De Meo,O,2011,11,9
67045,1,Misty De Meo,O,2011,11,9
67046,1,Misty De Meo,O,2011,11,9
67033,1,Misty De Meo,O,2011,11,11
67153,4,Jack Nagel,O,2011,11,11
67011,1,Charlie Sharpsteen,O,2011,11,13
67013,1,Justin Clift,O,2011,11,13
67015,2,Justin Clift,O,2011,11,13
67016,1,Xiyue Deng,O,2011,11,13
67031,36,Misty De Meo,O,2011,11,14
79712,1,Misty De Meo,O,2011,11,14
66153,1,Mx A. Matienzo,O,2011,11,15
66998,1,Misty De Meo,O,2011,11,15
79711,1,Mx A. Matienzo,O,2011,11,15
79706,1,nibbles 2bits,O,2011,11,16
66961,1,Xiyue Deng,O,2011,11,17
66924,1,Mx A. Matienzo,O,2011,11,18
66933,1,Camillo Lugaresi,O,2011,11,18
66946,1,Misty De Meo,O,2011,11,18
66947,1,Misty De Meo,O,2011,11,18
66949,1,Xiyue Deng,O,2011,11,18
66944,1,Misty De Meo,O,2011,11,19
66912,1,Jack Nagel,O,2011,11,20
66891,1,Trevor Wennblom,O,2011,11,21
66892,1,Trevor Wennblom,O,2011,11,21
66902,1,Trevor Wennblom,O,2011,11,21
66906,1,Misty De Meo,O,2011,11,21
66865,1,Trevor Wennblom,O,2011,11,23
66855,1,Birger J. Nordølum,O,2011,11,24
66845,1,Misty De Meo,O,2011,11,25
66846,1,Misty De Meo,O,2011,11,25
66847,1,Misty De Meo,O,2011,11,25
66809,1,nibbles 2bits,O,2011,11,28
66810,1,nibbles 2bits,O,2011,11,28
66813,1,Misty De Meo,O,2011,11,28
66797,1,Misty De Meo,O,2011,11,29
66802,1,Misty De Meo,O,2011,11,29
66804,1,Misty De Meo,O,2011,11,29
66755,1,Jack Nagel,O,2011,11,30
66790,1,Misty De Meo,O,2011,11,30
67344,109,Misty De Meo,O,2011,11,30
66765,1,nibbles 2bits,O,2011,12,1
66768,1,nibbles 2bits,O,2011,12,1
66763,1,Misty De Meo,O,2011,12,2
66741,1,Trevor Wennblom,O,2011,12,4
66721,1,Misty De Meo,O,2011,12,5
66726,1,Misty De Meo,O,2011,12,5
66727,1,Misty De Meo,O,2011,12,5
66683,1,Misty De Meo,O,2011,12,8
66685,1,Justin Clift,O,2011,12,8
66686,1,Justin Clift,O,2011,12,8
67014,1,Justin Clift,O,2011,12,8
66670,1,Mx A. Matienzo,O,2011,12,9
66671,1,Mx A. Matienzo,O,2011,12,9
66672,1,Mx A. Matienzo,O,2011,12,9
66706,15,Misty De Meo,O,2011,12,9
110668,7,Jack Nagel,M,2011,12,9
111888,1,Camillo Lugaresi,M,2011,12,10
66656,1,Camillo Lugaresi,O,2011,12,10
66665,1,Justin Clift,O,2011,12,10
66645,1,Peter Aronoff,O,2011,12,12
79686,11,Misty De Meo,O,2011,12,12
66640,1,Camillo Lugaresi,O,2011,12,13
66598,1,Birger J. Nordølum,O,2011,12,17
66585,1,Brett Koonce,O,2011,12,18
66610,19,Misty De Meo,O,2011,12,19
66539,1,Camillo Lugaresi,O,2011,12,22
66540,1,Camillo Lugaresi,O,2011,12,22
66541,1,Mx A. Matienzo,O,2011,12,22
66548,1,Peter Aronoff,O,2011,12,22
65589,3,Camillo Lugaresi,O,2011,12,23
66528,1,Peter Aronoff,O,2011,12,23
66532,1,Alexis Hildebrandt,O,2011,12,23
66533,1,Alexis Hildebrandt,O,2011,12,23
66950,134,Alexis Hildebrandt,O,2011,12,23
79657,134,Alexis Hildebrandt,O,2011,12,23
79683,54,Alexis Hildebrandt,O,2011,12,23
110062,1,Mike McQuaid,M,2011,12,30
110109,2,Misty De Meo,M,2011,12,30
66348,1,Mike McQuaid,O,2011,12,31
79666,4,Mike McQuaid,O,2011,12,31
110326,2,Adam Vandenberg,M,2011,12,31
66302,1,Misty De Meo,O,2012,1,2
66324,1,Jack Nagel,O,2012,1,2
66260,1,Brett Koonce,O,2012,1,3
66261,1,Brett Koonce,O,2012,1,3
66262,1,Brett Koonce,O,2012,1,3
66263,1,Brett Koonce,O,2012,1,3
66264,2,Brett Koonce,O,2012,1,3
66266,1,Vlad Lazar,O,2012,1,3
111259,1,Brett Koonce,M,2012,1,3
66196,1,Alexis Hildebrandt,O,2012,1,5
66199,4,Brett Koonce,O,2012,1,5
66185,1,Xiyue Deng,O,2012,1,6
66265,2,Jack Nagel,O,2012,1,6
66088,1,Xiyue Deng,O,2012,1,7
66091,1,Xiyue Deng,O,2012,1,7
66158,1,Mx A. Matienzo,O,2012,1,7
66161,1,Mx A. Matienzo,O,2012,1,7
65987,1,Justin Clift,O,2012,1,11
111927,1,Justin Clift,M,2012,1,11
110669,32,Jack Nagel,M,2012,1,11
110701,5,Charlie Sharpsteen,M,2012,1,12
65983,1,Lars Eggert,O,2012,1,12
65985,1,Xiyue Deng,O,2012,1,12
79654,1,Misty De Meo,O,2012,1,12
65934,1,Misty De Meo,O,2012,1,13
63691,1,Jack Nagel,O,2012,1,14
65896,2,Mike McQuaid,O,2012,1,16
65883,1,Mx A. Matienzo,O,2012,1,17
111863,2,Mx A. Matienzo,M,2012,1,17
110847,2,Max Howell,M,2012,1,18
65865,1,Peter Aronoff,O,2012,1,18
65307,246,Misty De Meo,O,2012,1,19
65846,1,Peter Aronoff,O,2012,1,20
110327,8,Adam Vandenberg,M,2012,1,20
65831,1,Alexis Hildebrandt,O,2012,1,21
65832,1,Alexis Hildebrandt,O,2012,1,21
65815,1,Mx A. Matienzo,O,2012,1,22
79641,1,Misty De Meo,O,2012,1,22
65818,68,Mike McQuaid,O,2012,1,24
65758,1,Samuel John,O,2012,1,26
65733,1,Justin Clift,O,2012,1,27
110110,8,Misty De Meo,M,2012,1,27
65714,1,Misty De Meo,O,2012,1,29
65717,1,Adam Vandenberg,O,2012,1,29
79634,25,Mike McQuaid,O,2012,1,29
110063,9,Mike McQuaid,M,2012,1,29
65687,1,nibbles 2bits,O,2012,1,31
65688,1,nibbles 2bits,O,2012,1,31
65690,1,nibbles 2bits,O,2012,1,31
65691,1,nibbles 2bits,O,2012,1,31
65663,1,Trevor Wennblom,O,2012,2,1
65644,1,Misty De Meo,O,2012,2,2
65658,1,Peter Aronoff,O,2012,2,2
65626,1,Trevor Wennblom,O,2012,2,3
65627,1,Trevor Wennblom,O,2012,2,3
65598,1,nibbles 2bits,O,2012,2,5
65604,1,Birger J. Nordølum,O,2012,2,5
65585,1,Trevor Wennblom,O,2012,2,6
65593,1,Samuel John,O,2012,2,6
65595,1,Birger J. Nordølum,O,2012,2,6
110670,31,Jack Nagel,M,2012,2,6
53562,145,Fedor Bezrukov,O,2012,2,7
65579,1,Samuel John,O,2012,2,7
65582,1,Trevor Wennblom,O,2012,2,7
65583,1,Fedor Bezrukov,O,2012,2,7
65564,1,Samuel John,O,2012,2,8
65569,1,Birger J. Nordølum,O,2012,2,8
110064,4,Mike McQuaid,M,2012,2,9
65540,1,Trevor Wennblom,O,2012,2,10
79621,1,nibbles 2bits,O,2012,2,10
110328,18,Adam Vandenberg,M,2012,2,10
65524,1,nibbles 2bits,O,2012,2,12
65525,1,nibbles 2bits,O,2012,2,12
65526,1,nibbles 2bits,O,2012,2,12
65496,1,nibbles 2bits,O,2012,2,13
65497,1,nibbles 2bits,O,2012,2,13
112115,4,nibbles 2bits,M,2012,2,13
65468,1,nibbles 2bits,O,2012,2,14
65469,1,nibbles 2bits,O,2012,2,14
65480,1,Trevor Wennblom,O,2012,2,14
65484,1,Wes Baker,O,2012,2,14
65489,1,nibbles 2bits,O,2012,2,14
65490,1,Xiyue Deng,O,2012,2,14
65491,1,Xiyue Deng,O,2012,2,14
79584,1,nibbles 2bits,O,2012,2,14
79615,1,nibbles 2bits,O,2012,2,14
63724,1,Samuel John,O,2012,2,15
65449,1,Trevor Wennblom,O,2012,2,15
65451,1,Trevor Wennblom,O,2012,2,15
65452,1,Trevor Wennblom,O,2012,2,15
65453,1,Trevor Wennblom,O,2012,2,15
65454,1,Trevor Wennblom,O,2012,2,15
65455,1,Trevor Wennblom,O,2012,2,15
65504,1,Samuel John,O,2012,2,15
65705,7,Samuel John,O,2012,2,15
79610,1,Trevor Wennblom,O,2012,2,15
79611,1,Trevor Wennblom,O,2012,2,15
110257,4,Trevor Wennblom,M,2012,2,15
65427,1,nibbles 2bits,O,2012,2,16
65507,191,Mike McQuaid,O,2012,2,16
67000,189,Mike McQuaid,O,2012,2,16
110702,6,Charlie Sharpsteen,M,2012,2,16
110848,10,Max Howell,M,2012,2,17
65399,1,Camillo Lugaresi,O,2012,2,17
65401,1,nibbles 2bits,O,2012,2,17
65409,1,Mx A. Matienzo,O,2012,2,17
65389,1,nibbles 2bits,O,2012,2,18
65373,1,Charlie Sharpsteen,O,2012,2,20
65377,1,Justin Clift,O,2012,2,20
79595,1,Camillo Lugaresi,O,2012,2,20
65353,1,nibbles 2bits,O,2012,2,21
65367,1,nibbles 2bits,O,2012,2,21
65336,1,Jack Nagel,O,2012,2,23
65337,1,nibbles 2bits,O,2012,2,23
65101,1,Camillo Lugaresi,O,2012,2,24
111889,3,Camillo Lugaresi,M,2012,2,24
65319,1,Xiyue Deng,O,2012,2,25
65320,2,Camillo Lugaresi,O,2012,2,25
65322,1,Xiyue Deng,O,2012,2,25
65276,1,Trevor Wennblom,O,2012,2,26
65283,1,Jack Nagel,O,2012,2,26
65578,3,Samuel John,O,2012,2,26
79591,1,Samuel John,O,2012,2,26
79592,1,Samuel John,O,2012,2,26
111332,4,Samuel John,M,2012,2,26
65001,16,Trevor Wennblom,O,2012,2,27
65270,2,janrito,O,2012,2,27
65275,1,Trevor Wennblom,O,2012,2,27
65277,1,Trevor Wennblom,O,2012,2,27
66098,155,Mike McQuaid,O,2012,2,27
65243,1,Samuel John,O,2012,2,28
79587,1,nibbles 2bits,O,2012,2,28
65223,1,nibbles 2bits,O,2012,2,29
110111,5,Misty De Meo,M,2012,2,29
110112,17,Misty De Meo,M,2012,3,2
65183,1,nibbles 2bits,O,2012,3,3
79586,1,Misty De Meo,O,2012,3,3
65126,1,Alexis Hildebrandt,O,2012,3,5
65136,11,Adam Vandenberg,O,2012,3,5
65139,1,Adam Vandenberg,O,2012,3,5
65153,1,Mike McQuaid,O,2012,3,5
65154,1,Mike McQuaid,O,2012,3,5
65744,180,Alexis Hildebrandt,O,2012,3,5
67552,184,Alexis Hildebrandt,O,2012,3,5
79577,185,Alexis Hildebrandt,O,2012,3,5
65142,1,Mx A. Matienzo,O,2012,3,6
63758,1,Alexis Hildebrandt,O,2012,3,7
65067,1,Mike McQuaid,O,2012,3,7
65078,1,Mike McQuaid,O,2012,3,7
65102,1,Xiyue Deng,O,2012,3,7
65111,3,Charlie Sharpsteen,O,2012,3,7
65120,1,Birger J. Nordølum,O,2012,3,7
65121,1,Birger J. Nordølum,O,2012,3,7
65122,1,Birger J. Nordølum,O,2012,3,7
65124,1,Alexis Hildebrandt,O,2012,3,7
65125,1,Alexis Hildebrandt,O,2012,3,7
65131,1,Birger J. Nordølum,O,2012,3,7
79578,1,Xiyue Deng,O,2012,3,7
79600,1,Misty De Meo,O,2012,3,8
65047,1,nibbles 2bits,O,2012,3,11
65048,1,nibbles 2bits,O,2012,3,11
65052,1,nibbles 2bits,O,2012,3,11
65035,1,Charlie Sharpsteen,O,2012,3,12
65041,5,Adam Vandenberg,O,2012,3,12
65020,3,Xiyue Deng,O,2012,3,13
65037,1,Xiyue Deng,O,2012,3,13
79730,1,nibbles 2bits,O,2012,3,13
112495,1,Xiyue Deng,M,2012,3,13
79505,25,Mike McQuaid,O,2012,3,14
64995,1,nibbles 2bits,O,2012,3,15
64996,1,nibbles 2bits,O,2012,3,15
65046,1,Mike McQuaid,O,2012,3,15
110703,4,Charlie Sharpsteen,M,2012,3,15
64980,1,Alexis Hildebrandt,O,2012,3,16
79570,153,Alexis Hildebrandt,O,2012,3,16
79695,159,Alexis Hildebrandt,O,2012,3,16
109958,3,Alexis Hildebrandt,M,2012,3,16
64978,1,Alexis Hildebrandt,O,2012,3,17
64979,1,Alexis Hildebrandt,O,2012,3,17
110065,11,Mike McQuaid,M,2012,3,17
110329,100,Adam Vandenberg,M,2012,3,17
79469,2,Jack Nagel,O,2012,3,18
110849,72,Max Howell,M,2012,3,18
64934,1,nibbles 2bits,O,2012,3,19
64937,1,nibbles 2bits,O,2012,3,19
110671,59,Jack Nagel,M,2012,3,21
79533,2,Jack Nagel,O,2012,3,22
79522,1,Camillo Lugaresi,O,2012,3,24
79511,1,nibbles 2bits,O,2012,3,25
79486,1,Camillo Lugaresi,O,2012,3,27
111890,2,Camillo Lugaresi,M,2012,3,27
112116,9,nibbles 2bits,M,2012,3,28
79465,1,nibbles 2bits,O,2012,3,28
79466,1,nibbles 2bits,O,2012,3,28
79467,1,nibbles 2bits,O,2012,3,28
79506,24,Mike McQuaid,O,2012,3,28
79459,1,Birger J. Nordølum,O,2012,3,29
79443,1,Birger J. Nordølum,O,2012,3,30
110461,3,Birger J. Nordølum,M,2012,3,30
79416,1,Justin Clift,O,2012,3,31
79417,1,Justin Clift,O,2012,3,31
79419,1,nibbles 2bits,O,2012,3,31
79460,1,Birger J. Nordølum,O,2012,3,31
79399,1,nibbles 2bits,O,2012,4,1
79400,1,Mx A. Matienzo,O,2012,4,1
79402,1,nibbles 2bits,O,2012,4,1
79382,1,nibbles 2bits,O,2012,4,2
79383,1,nibbles 2bits,O,2012,4,2
79385,1,nibbles 2bits,O,2012,4,2
112117,36,nibbles 2bits,M,2012,4,2
111928,1,Justin Clift,M,2012,4,3
79371,1,nibbles 2bits,O,2012,4,3
79378,1,Justin Clift,O,2012,4,3
79451,1,Mike McQuaid,O,2012,4,3
79352,1,nibbles 2bits,O,2012,4,4
79353,1,nibbles 2bits,O,2012,4,4
79354,1,nibbles 2bits,O,2012,4,4
79349,1,Lin Jen-Shin (godfat),O,2012,4,5
110550,1,Lin Jen-Shin (godfat),M,2012,4,5
110850,1,Max Howell,M,2012,4,5
79327,1,nibbles 2bits,O,2012,4,6
79311,1,nibbles 2bits,O,2012,4,8
79313,1,Misty De Meo,O,2012,4,8
79299,1,nibbles 2bits,O,2012,4,9
79300,1,Mx A. Matienzo,O,2012,4,9
110672,96,Jack Nagel,M,2012,4,9
64815,1,nibbles 2bits,O,2012,4,10
64818,1,nibbles 2bits,O,2012,4,10
64819,1,nibbles 2bits,O,2012,4,10
64820,1,nibbles 2bits,O,2012,4,10
64755,1,nibbles 2bits,O,2012,4,12
64713,1,Mike McQuaid,O,2012,4,13
64741,1,nibbles 2bits,O,2012,4,13
64705,1,Xiyue Deng,O,2012,4,14
112496,1,Xiyue Deng,M,2012,4,14
64632,1,Jack Nagel,O,2012,4,16
64685,2,Jack Nagel,O,2012,4,16
64746,3,Mike McQuaid,O,2012,4,16
110066,33,Mike McQuaid,M,2012,4,16
64582,1,Mx A. Matienzo,O,2012,4,17
64586,1,nibbles 2bits,O,2012,4,17
64589,1,nibbles 2bits,O,2012,4,17
64592,1,nibbles 2bits,O,2012,4,17
64601,1,Jack Nagel,O,2012,4,17
64620,1,nibbles 2bits,O,2012,4,17
64710,1,Mike McQuaid,O,2012,4,17
64324,1,Jocelyn,O,2012,4,18
64325,1,Jocelyn,O,2012,4,18
64461,2,Jocelyn,O,2012,4,18
112275,2,Jocelyn,M,2012,4,18
110704,21,Charlie Sharpsteen,M,2012,4,19
111891,2,Camillo Lugaresi,M,2012,4,19
64314,1,nibbles 2bits,O,2012,4,19
64318,1,Camillo Lugaresi,O,2012,4,19
64322,1,nibbles 2bits,O,2012,4,19
64307,17,YoungTaek Oh,O,2012,4,20
79463,1,Camillo Lugaresi,O,2012,4,21
64277,1,Birger J. Nordølum,O,2012,4,22
64285,1,Mx A. Matienzo,O,2012,4,22
79280,1,Mx A. Matienzo,O,2012,4,22
110113,33,Misty De Meo,M,2012,4,22
64176,1,Jack Nagel,O,2012,4,23
64258,1,nibbles 2bits,O,2012,4,23
64259,1,nibbles 2bits,O,2012,4,23
64264,1,nibbles 2bits,O,2012,4,23
64265,1,nibbles 2bits,O,2012,4,23
64266,1,nibbles 2bits,O,2012,4,23
110330,48,Adam Vandenberg,M,2012,4,23
64247,1,Birger J. Nordølum,O,2012,4,24
64248,1,Mike McQuaid,O,2012,4,24
64249,1,nibbles 2bits,O,2012,4,24
64253,1,nibbles 2bits,O,2012,4,24
110462,2,Birger J. Nordølum,M,2012,4,24
64236,1,nibbles 2bits,O,2012,4,25
64242,2,Peter Aronoff,O,2012,4,25
79275,1,nibbles 2bits,O,2012,4,25
110741,1,Peter Aronoff,M,2012,4,25
64219,1,nibbles 2bits,O,2012,4,26
64221,1,Justin Clift,O,2012,4,26
64211,1,nibbles 2bits,O,2012,4,27
64217,1,nibbles 2bits,O,2012,4,27
64205,1,nibbles 2bits,O,2012,4,28
64206,1,nibbles 2bits,O,2012,4,28
64207,1,nibbles 2bits,O,2012,4,28
64182,1,Mike McQuaid,O,2012,4,29
64188,1,nibbles 2bits,O,2012,4,29
64171,1,nibbles 2bits,O,2012,4,30
64183,1,Mx A. Matienzo,O,2012,4,30
64208,3,Justin Clift,O,2012,4,30
111864,6,Mx A. Matienzo,M,2012,4,30
110114,6,Misty De Meo,M,2012,5,1
64142,1,nibbles 2bits,O,2012,5,2
64143,1,nibbles 2bits,O,2012,5,2
64144,1,nibbles 2bits,O,2012,5,2
64147,1,nibbles 2bits,O,2012,5,2
110067,1,Mike McQuaid,M,2012,5,2
112118,5,nibbles 2bits,M,2012,5,2
64120,1,nibbles 2bits,O,2012,5,3
64122,1,nibbles 2bits,O,2012,5,3
64123,1,nibbles 2bits,O,2012,5,3
64124,1,nibbles 2bits,O,2012,5,3
64129,1,nibbles 2bits,O,2012,5,3
64138,1,nibbles 2bits,O,2012,5,3
64139,1,nibbles 2bits,O,2012,5,3
64117,1,nibbles 2bits,O,2012,5,4
64099,1,Birger J. Nordølum,O,2012,5,5
64100,1,Birger J. Nordølum,O,2012,5,5
64078,1,nibbles 2bits,O,2012,5,6
64079,1,nibbles 2bits,O,2012,5,6
64080,1,nibbles 2bits,O,2012,5,6
64081,1,nibbles 2bits,O,2012,5,6
64083,1,nibbles 2bits,O,2012,5,6
64075,1,nibbles 2bits,O,2012,5,7
64076,1,nibbles 2bits,O,2012,5,7
64077,1,nibbles 2bits,O,2012,5,7
64055,1,Jack Nagel,O,2012,5,8
64058,1,nibbles 2bits,O,2012,5,8
64059,1,nibbles 2bits,O,2012,5,8
64060,1,nibbles 2bits,O,2012,5,8
64061,1,nibbles 2bits,O,2012,5,8
64046,1,nibbles 2bits,O,2012,5,9
64047,1,nibbles 2bits,O,2012,5,9
64051,1,nibbles 2bits,O,2012,5,9
64052,1,nibbles 2bits,O,2012,5,9
64032,1,Birger J. Nordølum,O,2012,5,10
64033,1,nibbles 2bits,O,2012,5,10
64013,1,nibbles 2bits,O,2012,5,12
64014,1,nibbles 2bits,O,2012,5,12
64019,1,nibbles 2bits,O,2012,5,12
64020,1,nibbles 2bits,O,2012,5,12
64021,1,nibbles 2bits,O,2012,5,12
64000,1,Justin Clift,O,2012,5,13
64008,1,Birger J. Nordølum,O,2012,5,13
63997,1,Alexis Hildebrandt,O,2012,5,14
65196,163,Alexis Hildebrandt,O,2012,5,14
65482,179,Alexis Hildebrandt,O,2012,5,14
63984,1,nibbles 2bits,O,2012,5,15
63985,1,nibbles 2bits,O,2012,5,15
63986,1,nibbles 2bits,O,2012,5,15
63966,1,nibbles 2bits,O,2012,5,16
63960,1,nibbles 2bits,O,2012,5,17
79221,1,nibbles 2bits,O,2012,5,17
63952,1,nibbles 2bits,O,2012,5,18
63954,1,nibbles 2bits,O,2012,5,18
63938,1,Misty De Meo,O,2012,5,19
63940,1,nibbles 2bits,O,2012,5,19
63941,1,nibbles 2bits,O,2012,5,19
63971,3,Adam Vandenberg,O,2012,5,19
63630,1,Samuel John,O,2012,5,21
63918,1,nibbles 2bits,O,2012,5,21
63922,1,Samuel John,O,2012,5,21
63923,1,Samuel John,O,2012,5,21
63924,1,Samuel John,O,2012,5,21
63925,1,Samuel John,O,2012,5,21
63926,1,Samuel John,O,2012,5,21
63910,2,Jack Nagel,O,2012,5,22
63904,1,nibbles 2bits,O,2012,5,23
63906,1,nibbles 2bits,O,2012,5,23
63899,6,Jack Nagel,O,2012,5,24
63867,1,Samuel John,O,2012,5,26
111333,3,Samuel John,M,2012,5,26
110331,10,Adam Vandenberg,M,2012,5,28
